PR0040357	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	2975 EVERGREEN DR	DULUTH	GA	30096	GWINNETT	AC1868845	RETAIL PHARMACY	CONYERS PHARMACY INC	null	1179 WEST AVENUE	null	CONYERS	GA	30012	ROCKDALE	S	9143	00093003301	OXYCODONE	1.0	null	null	055873879	null	null	06212006	7.172000000000001	100.0	606004799	OXYCODONE HYDROCHLORIDE - ER - 80MG/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Teva Pharmaceuticals USA, Inc.	Teva	McKesson Corporation	80.0
RA0289086	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	6300 ST LOUIS ST	null	MERIDIAN	MS	39301	LAUDERDALE	AF2421876	RETAIL PHARMACY	FREDS PHARMACY	null	905 HIGHWAY 278 EAST	null	AMORY	MS	38821	MONROE	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	10122006	1.5135	500.0	23134	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	5.0
RS0190443	DISTRIBUTOR	SAJ DISTRIBUTORS	null	3022 NORTH MIDLAND DRIVE	PO BOX 939	PINE BLUFF	AR	71603	JEFFERSON	BC6101149	RETAIL PHARMACY	COLE CAMP PHARMACY	null	106 SOUTH MAPLE	PO BOX 100	COLE CAMP	MO	65325	BENTON	S	9193	00603388721	HYDROCODONE	1.0	null	null	null	null	null	11202006	0.6054	100.0	9006	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	SAJ Distributors	10.0
RS0105292	DISTRIBUTOR	AMERICAN DRUG STORES	null	DBA ALBERTSONS, INC#8760	777 SOUTH HARBOR	LA HABRA	CA	90631	ORANGE	BA7204693	CHAIN PHARMACY	NEW ALBERTSON'S, INC.	null	DBA SAVON # 6108	1735 ARTESIA BLVD.	GARDENA	CA	90247	LOS ANGELES	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	05102006	1.5135	500.0	17381	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	American Drug Stores	5.0
RA0316958	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORPORATION	null	501 PATRIOT PARKWAY	null	ROANOKE	TX	76262	DENTON	BG2003503	RETAIL PHARMACY	GETMAN PHARMACY	null	1725 E 19TH STREET	null	TULSA	OK	74104	TULSA	S	9193	00591050301	HYDROCODONE	6.0	null	null	null	null	null	09132006	3.6324	600.0	22438	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
RO0153609	DISTRIBUTOR	CARDINAL HEALTH	null	71 MIL-ACRES DR	null	WHEELING	WV	26003	OHIO	AT2977354	RETAIL PHARMACY	THE MEDICINE SHOPPE	null	125 PILLOW STREET	null	BUTLER	PA	16001	BUTLER	S	9143	60951079670	OXYCODONE	1.0	null	null	065471415	null	0000	12272006	0.672375	100.0	612052646	ENDOCET TABS;7.5MG OXYCODONE.HCL & 5	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	7.5
RM0145347	DISTRIBUTOR	CVS PHARMACY, INC.	null	3 BERRY DRIVE	null	LUMBERTON	NJ	8048	BURLINGTON	BC6946125	CHAIN PHARMACY	CVS ALBANY, L.L.C.	DBA: CVS/PHARMACY  # 02725	111 DEPOT ROAD	null	HUNTINGTON STATION	NY	11746	SUFFOLK	S	9193	00603388721	HYDROCODONE	15.0	null	null	null	null	null	04042006	9.081	1500.0	33065	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	CVS	10.0
RE0228242	DISTRIBUTOR	ECKERD CORPORATION #1999	null	1776 STATESVILLE AVENUE	null	CHARLOTTE	NC	28206	MECKLENBURG	BE5386568	CHAIN PHARMACY	ECKERD CORPORATION	RITE AID #11593	1510 WO EZELL BLVD.	null	SPARTANBURG	SC	29301	SPARTANBURG	S	9193	00591054005	HYDROCODONE	2.0	null	null	null	null	null	06192006	6.053999999999999	1000.0	11013	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Eckerd Corporation	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BJ0536372	RETAIL PHARMACY	JACKSON HEART INC	JACKSON HEART INC	699 GLEN COVE AVE	null	GLEN HEAD	NY	11545	NASSAU	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	01162006	1.5135	500.0	37589	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Kinray Inc	5.0
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	BW3890628	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 03084	7800 OLD REDWOOD HWY	null	COTATI	CA	94931	SONOMA	S	9193	00406035705	HYDROCODONE	2.0	null	null	null	null	0000	10162006	3.0269999999999997	1000.0	4241	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Walgreen Co	5.0
RS0204898	MANUFACTURER	SOUTHWOOD PHARMACEUTICALS INC	null	60 EMPIRE DRIVE	null	LAKE FOREST	CA	92630	ORANGE	BC4564616	PRACTITIONER	CHANDRASEKARAN, PAPPANAICKENPAL	null	300 OLD RIVER ROAD SUITE 300	null	BAKERSFIELD	CA	93311	KERN	S	9193	58016075860	HYDROCODONE	10.0	null	null	null	null	null	06232006	2.7243	600.0	1074	HYDROCODONE.BITARTRATE 7.5MG/APAP 75	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	null	null	Southwood Pharmaceuticals Inc	7.5
PM0036334	DISTRIBUTOR	MCKESSON DRUG COMPANY	null	DBA MCKESSON DRUG CO.	3230 SPRUCE STREET	LITTLE CANADA	MN	55117	RAMSEY	BS6576067	CHAIN PHARMACY	SNYDER DRUG	null	750 MAIN STREET, SUITE 103-104	null	MENDOTA HEIGHTS	MN	55118	DAKOTA	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	08072006	1.5135	500.0	608009129	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	5.0
RH0181709	DISTRIBUTOR	HENRY SCHEIN INC	null	255 VISTA BLVD	null	SPARKS	NV	89434	WASHOE	AM1318573	PRACTITIONER	MCDANIEL, CLARENCE GRANT (DDS)	GRANT MCDANIEL, DDS, INC	6600 MADISON AVENUE	SUITE 6	CARMICHAEL	CA	95608	SACRAMENTO	S	9193	00074197314	HYDROCODONE	1.0	null	null	null	null	null	10162006	0.45405	100.0	491	VICODIN ES TABLETS 7.5MG HYDROCODONE	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	AbbVie Inc.	AbbVie Inc.	Henry Schein Inc	7.5
PW0186785	DISTRIBUTOR	WAL-MART PHARM WAREHOUSE #1	null	2252 NORTH 8TH STREET	null	ROGERS	AR	72756	BENTON	BW7440162	CHAIN PHARMACY	WAL-MART PHARMACY 10-0186	null	301 SOUTH VILLAGE ROAD	null	EL DORADO	KS	67042	BUTLER	S	9193	00406036501	HYDROCODONE	1.0	null	null	null	null	null	03302006	0.3027	100.0	603031305	HYDROCODONE BIT/ACETA 5MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	5.0
PM0036334	DISTRIBUTOR	MCKESSON DRUG COMPANY	null	DBA MCKESSON DRUG CO.	3230 SPRUCE STREET	LITTLE CANADA	MN	55117	RAMSEY	BS6572968	CHAIN PHARMACY	SNYDER DRUG, #5012	null	2705 WINNETKA AVENUE	null	NEW HOPE	MN	55427	HENNEPIN	S	9193	00074194914	HYDROCODONE	1.0	null	null	null	null	null	12062006	0.3027	100.0	612000631	VICODIN TABLETS 5MG HYDROCODONE.BIT	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	AbbVie Inc.	AbbVie Inc.	McKesson Corporation	5.0
RT0130182	DISTRIBUTOR	TOP RX, INC.	null	2950 BROTHER BOULEVARD	null	BARTLETT	TN	38133	SHELBY	AM3516688	RETAIL PHARMACY	MCCANN DRUG CO INC	null	166 MAIN STREET	PO BOX 88	HUDSON FALLS	NY	12839	WASHINGTON	S	9193	00591316801	HYDROCODONE	1.0	null	null	null	null	0000	04052006	0.45405	100.0	227	HYDROCODONE BIT. & IBUPROPHEN 7.5MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Top Rx, Inc.	7.5
RA0290736	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	1 INDUSTRIAL PARK DR.	null	WILLIAMSTON	MI	48895	INGHAM	BG2537934	RETAIL PHARMACY	GROVER PHARMACY	null	10 S THIRD AVE	null	FRUITPORT	MI	49415	MUSKEGON	S	9193	00591050301	HYDROCODONE	1.0	null	null	null	null	null	01092006	0.6054	100.0	15109	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
PM0021131	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	495 S. 107TH	TOLLESON	AZ	85353	MARICOPA	BS6115580	CHAIN PHARMACY	SAFEWAY INC	SAFEWAY PHARMACY #1566	4970 S. ALMA SCHOOL	null	CHANDLER	AZ	85248	MARICOPA	S	9193	00591316801	HYDROCODONE	1.0	null	null	null	null	null	04262006	0.45405	100.0	604013781	HYDROCODONE BIT. & IBUPROPHEN 7.5MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
RW0281953	DISTRIBUTOR	WALGREEN CO	null	710 OVILLA ROAD	null	WAXAHACHIE	TX	75167	ELLIS	BW8393047	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 07674	905 CRYSTAL FALLS PKWY	null	LEANDER	TX	78641	WILLIAMSON	S	9193	00591320201	HYDROCODONE	2.0	null	null	null	null	0000	05182006	0.6054	200.0	27601	HYDROCODONE BITARTRATE AND ACETA 5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
RW0286333	DISTRIBUTOR	CARDINAL HEALTH, INC.	null	10 KINGBROOK PARKWAY	null	SIMPSONVILLE	KY	40067	SHELBY	AL1865940	RETAIL PHARMACY	LINCOLN TRAIL PHARMACY	null	800 W LINCOLN TRAIL	null	RADCLIFF	KY	40160	HARDIN	S	9193	00603388228	HYDROCODONE	1.0	null	null	null	null	null	10042006	0.136215	30.0	1060	HYDROCODONE BIT & ACETA 7.5MG/500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	7.5
PM0150538	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	710 132ND STREET SW	EVERETT	WA	98204	SNOHOMISH	BT5159353	CHAIN PHARMACY	THRIFTY PAYLESS INC.	RITE AID #5264	11220 CANYON ROAD EAST	null	PUYALLUP	WA	98373	PIERCE	S	9143	00591350201	OXYCODONE	2.0	null	null	062313093	null	null	08212006	3.5860000000000003	200.0	608026287	OXYCODONE HYDROCHLORIDE CR 20MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Purdue Pharma LP	McKesson Corporation	20.0
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	BW4975578	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 03687	4492 CENTRAL SCHOOL RD	null	ST PETERS	MO	63304	SAINT CHARLES	S	9143	59011010510	OXYCODONE	1.0	null	null	056685285	null	0000	04032006	3.5860000000000003	100.0	52552	OXYCONTIN - 40MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Walgreen Co	40.0
RW0133479	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	4501 WAL-MART WAY	null	TIFTON	GA	31794	TIFT	BW9061297	CHAIN PHARMACY	WAL-MART PHARMACY 10-0174	null	2700 CLEARLAKE ROAD	null	COCOA	FL	32922	BREVARD	S	9193	00406036301	HYDROCODONE	3.0	null	null	null	null	null	11282006	1.8162	300.0	611024042	HYDROCODONE BIT/ACETA 10MG/500MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	10.0
RS0261379	DISTRIBUTOR	SMITH'S FOOD & DRUG CTR'S INC	null	D/B/A PEYTON'S PHOENIX	5305 W BUCKEYE RD	PHOENIX	AZ	85043	MARICOPA	BK5099177	CHAIN PHARMACY	KING SOOPERS PHARMACY #16	null	19711 E SMOKY HILL ROAD	null	CENTENNIAL	CO	80015	ARAPAHOE	S	9193	00603388721	HYDROCODONE	1.0	null	null	null	null	null	03062006	0.6054	100.0	7174	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Smith's Food & Drug Ctr's Inc	10.0
RA0290736	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	1 INDUSTRIAL PARK DR.	null	WILLIAMSTON	MI	48895	INGHAM	BN8220181	RETAIL PHARMACY	NORTHGATE PHARMACY	null	721N. VAN DYKE	null	BAD AXE	MI	48413	HURON	S	9143	00093003201	OXYCODONE	2.0	null	null	050070197	null	null	05042006	7.172000000000001	200.0	1135	OXYCODONE HYDRCHLORIDE 40MG EXTENDED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Teva Pharmaceuticals USA, Inc.	Teva	AmerisourceBergen Drug	40.0
PV0204634	DISTRIBUTOR	VALLEY WHOLESALE DRUG CO	null	1401 WEST FREMONT ST	null	STOCKTON	CA	95203	SAN JOAQUIN	AN7659646	RETAIL PHARMACY	NOR-BAR IND INC	DBA BRUCE'S MEDICAL PLAZA PHAR	550 WATER STREET	null	SANTA CRUZ	CA	95060	SANTA CRUZ	S	9193	00591054005	HYDROCODONE	1.0	null	null	null	null	null	07272006	3.0269999999999997	500.0	2473	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Valley Wholesale Drug Co	10.0
RC0333524	DISTRIBUTOR	CARDINAL HEALTH	null	13651 DUBLIN CT	null	STAFFORD	TX	77477	FORT BEND	BH7491640	CHAIN PHARMACY	H E B PHARMACY #139	null	5801 WEBER ROAD	null	CORPUS CHRISTI	TX	78413	NUECES	S	9143	63481062770	OXYCODONE	2.0	null	null	064483785	null	0000	10302006	0.4482	200.0	610023926	OXYCOD.HCL/APAP;2.5MG & 325MG/TAB;BO	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	2.5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AF4894716	RETAIL PHARMACY	FLAT IRON DRUG STORE INC	null	69 MCDOWELL ST	null	WELCH	WV	24801	MCDOWELL	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	null	06122006	2.27025	500.0	606019690	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
RW0277752	DISTRIBUTOR	WALGREEN CO	null	15998 WALGREENS DRIVE	null	JUPITER	FL	33478	PALM BEACH	BW0911859	CHAIN PHARMACY	WALGREEN LOUISIANA CO., INC.	DBA: WALGREENS # 13658	9705 JEFFERSON HWY	null	RIVER RIDGE	LA	70123	JEFFERSON	S	9143	60951070370	OXYCODONE	1.0	null	null	060225801	null	0000	04122006	1.7930000000000001	100.0	29985	OXYCOD.HCL ER TABS;20MG/TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Walgreen Co	20.0
RW0277752	DISTRIBUTOR	WALGREEN CO	null	15998 WALGREENS DRIVE	null	JUPITER	FL	33478	PALM BEACH	BW0674538	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 04481	3994 TYRONE BLVD N	null	ST PETERSBURG	FL	33709	PINELLAS	S	9193	00406036101	HYDROCODONE	1.0	null	null	null	null	0000	04192006	0.6054	100.0	10884	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Walgreen Co	10.0
RS0319790	DISTRIBUTOR	SMITH DRUG COMPANY	null	1104 JONES ROAD	null	PARAGOULD	AR	72450	GREENE	BP6576702	RETAIL PHARMACY	SOUTHERN PHARMACY OF ARKANSAS	null	3001 APACHE DRIVE	null	JONESBORO	AR	72401	CRAIGHEAD	S	9193	00603388528	HYDROCODONE	1.0	null	null	null	null	null	02242006	3.0269999999999997	500.0	603029889	HYDROCODO.BIT 10MG&AC TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Smith Drug Company	10.0
RA0290988	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	501 WEST 44TH AVE	null	DENVER	CO	80216	DENVER	BA8223771	RETAIL PHARMACY	ADVANCED PHARMACY SERV LLC	null	237 S 7TH ST	null	GRAND JUNCTION	CO	81501	MESA	S	9193	00406035762	HYDROCODONE	1.0	null	null	null	null	null	11142006	0.3027	100.0	2143	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	AmerisourceBergen Drug	5.0
RA0316958	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORPORATION	null	501 PATRIOT PARKWAY	null	ROANOKE	TX	76262	DENTON	BS2896706	RETAIL PHARMACY	STILWELL PHARMACY	null	202 SOUTH 2ND	null	STILWELL	OK	74960	ADAIR	S	9193	00591038705	HYDROCODONE	1.0	null	null	null	null	null	10092006	2.27025	500.0	138906	HYDROCODONE BITARTRATE 7.5MG/ACETAMI	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	7.5
PF0000012	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9501 NORWALK BLVD	SANTA FE SPRINGS	CA	90670	LOS ANGELES	BV5681134	CHAIN PHARMACY	VONS PHARMACY, #2198	null	4610 WEST SAHARA AVENUE	null	LAS VEGAS	NV	89102	CLARK	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	11082006	1.5135	500.0	611025825	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	5.0
RA0314562	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	6305 LASALLE DR	null	LOCKBOURNE	OH	43137	FRANKLIN	BF7704667	CHAIN PHARMACY	FOOD CITY PHARMACY #428	null	110 NORTH 11TH STREET	null	MIDDLESBORO	KY	40965	BELL	S	9193	00591050201	HYDROCODONE	5.0	null	null	null	null	null	12212006	2.27025	500.0	101831	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	7.5
